bundesland,jahr,ferien_typ,start,ende
NI,2020,pfingstferien niedersachsen 2020 (beweglicher ferientag),2020-05-22,2020-05-22
NI,2020,sommerferien niedersachsen 2020,2020-07-16,2020-08-26
NI,2020,herbstferien niedersachsen 2020,2020-10-12,2020-10-23
NI,2020,weihnachtsferien niedersachsen 2020,2020-12-21,2021-01-08
NI,2021,winterferien niedersachsen 2021,2021-02-01,2021-02-02
NI,2021,osterferien niedersachsen 2021,2021-03-29,2021-04-09
NI,2021,pfingstferien niedersachsen 2021 (beweglicher ferientag),2021-05-14,2021-05-14
NI,2021,sommerferien niedersachsen 2021,2021-07-22,2021-09-01
NI,2021,herbstferien niedersachsen 2021,2021-10-18,2021-10-29
NI,2021,weihnachtsferien niedersachsen 2021,2021-12-23,2022-01-07
NI,2022,winterferien niedersachsen 2022,2022-01-31,2022-02-01
NI,2022,osterferien niedersachsen 2022,2022-04-04,2022-04-19
NI,2022,pfingstferien niedersachsen 2022 (beweglicher ferientag),2022-05-27,2022-05-27
NI,2022,sommerferien niedersachsen 2022,2022-07-14,2022-08-24
NI,2022,herbstferien niedersachsen 2022,2022-10-17,2022-10-28
NI,2022,weihnachtsferien niedersachsen 2022,2022-12-23,2023-01-06
NI,2023,winterferien niedersachsen 2023,2023-01-30,2023-01-31
NI,2023,osterferien niedersachsen 2023,2023-03-27,2023-04-11
NI,2023,pfingstferien niedersachsen 2023 (beweglicher ferientag),2023-05-19,2023-05-19
NI,2023,sommerferien niedersachsen 2023,2023-07-06,2023-08-16
NI,2023,herbstferien niedersachsen 2023 (beweglicher ferientag),2023-10-02,2023-10-02
NI,2023,herbstferien niedersachsen 2023,2023-10-16,2023-10-30
NI,2023,weihnachtsferien niedersachsen 2023,2023-12-27,2024-01-05
NI,2024,winterferien niedersachsen 2024,2024-02-01,2024-02-02
NI,2024,osterferien niedersachsen 2024,2024-03-18,2024-03-28
NI,2024,pfingstferien niedersachsen 2024 (beweglicher ferientag),2024-05-10,2024-05-10
NI,2024,sommerferien niedersachsen 2024,2024-06-24,2024-08-03
NI,2024,herbstferien niedersachsen 2024,2024-10-04,2024-10-19
NI,2024,herbstferien niedersachsen 2024 (beweglicher ferientag),2024-11-01,2024-11-01
NI,2024,weihnachtsferien niedersachsen 2024,2024-12-23,2025-01-04
NI,2025,winterferien niedersachsen 2025,2025-02-03,2025-02-04
NI,2025,osterferien niedersachsen 2025,2025-04-07,2025-04-19
NI,2025,osterferien niedersachsen 2025 (beweglicher ferientag),2025-04-30,2025-04-30
NI,2025,pfingstferien niedersachsen 2025,2025-05-02,2025-05-02
NI,2025,pfingstferien niedersachsen 2025 (beweglicher ferientag),2025-05-30,2025-05-30
NI,2025,sommerferien niedersachsen 2025,2025-07-03,2025-08-13
NI,2025,herbstferien niedersachsen 2025,2025-10-13,2025-10-25
NI,2025,weihnachtsferien niedersachsen 2025,2025-12-22,2026-01-05
NW,2017,osterferien nordrhein-westfalen 2017,2017-04-10,2017-04-21
NW,2017,pfingstferien nordrhein-westfalen 2017 (beweglicher ferientag),2017-06-06,2017-06-06
NW,2017,sommerferien nordrhein-westfalen 2017,2017-07-17,2017-08-29
NW,2017,herbstferien nordrhein-westfalen 2017,2017-10-23,2017-11-03
NW,2017,weihnachtsferien nordrhein-westfalen 2017,2017-12-27,2018-01-05
NW,2018,osterferien nordrhein-westfalen 2018,2018-03-26,2018-04-06
NW,2018,pfingstferien nordrhein-westfalen 2018 (beweglicher ferientag),2018-05-22,2018-05-25
NW,2018,sommerferien nordrhein-westfalen 2018,2018-07-16,2018-08-28
NW,2018,herbstferien nordrhein-westfalen 2018,2018-10-15,2018-10-26
NW,2018,weihnachtsferien nordrhein-westfalen 2018,2018-12-21,2019-01-04
NW,2019,osterferien nordrhein-westfalen 2019,2019-04-15,2019-04-27
NW,2019,pfingstferien nordrhein-westfalen 2019 (beweglicher ferientag),2019-06-11,2019-06-11
NW,2019,sommerferien nordrhein-westfalen 2019,2019-07-15,2019-08-27
NW,2019,herbstferien nordrhein-westfalen 2019,2019-10-14,2019-10-26
NW,2019,weihnachtsferien nordrhein-westfalen 2019,2019-12-23,2020-01-06
NW,2020,osterferien nordrhein-westfalen 2020,2020-04-06,2020-04-18
NW,2020,pfingstferien nordrhein-westfalen 2020 (beweglicher ferientag),2020-06-02,2020-06-02
NW,2020,sommerferien nordrhein-westfalen 2020,2020-06-29,2020-08-11
NW,2020,herbstferien nordrhein-westfalen 2020,2020-10-12,2020-10-24
NW,2020,weihnachtsferien nordrhein-westfalen 2020,2020-12-21,2021-01-06
NW,2021,osterferien nordrhein-westfalen 2021,2021-03-29,2021-04-10
NW,2021,pfingstferien nordrhein-westfalen 2021 (beweglicher ferientag),2021-05-25,2021-05-25
NW,2021,sommerferien nordrhein-westfalen 2021,2021-07-05,2021-08-17
NW,2021,herbstferien nordrhein-westfalen 2021,2021-10-11,2021-10-23
NW,2021,weihnachtsferien nordrhein-westfalen 2021,2021-12-24,2022-01-08
NW,2022,osterferien nordrhein-westfalen 2022,2022-04-11,2022-04-23
NW,2022,sommerferien nordrhein-westfalen 2022,2022-06-27,2022-08-09
NW,2022,herbstferien nordrhein-westfalen 2022,2022-10-04,2022-10-15
NW,2022,weihnachtsferien nordrhein-westfalen 2022,2022-12-23,2023-01-06
NW,2023,osterferien nordrhein-westfalen 2023,2023-04-03,2023-04-15
NW,2023,pfingstferien nordrhein-westfalen 2023 (beweglicher ferientag),2023-05-30,2023-05-30
NW,2023,sommerferien nordrhein-westfalen 2023,2023-06-22,2023-08-04
NW,2023,herbstferien nordrhein-westfalen 2023,2023-10-02,2023-10-14
NW,2023,weihnachtsferien nordrhein-westfalen 2023,2023-12-21,2024-01-05
NW,2024,osterferien nordrhein-westfalen 2024,2024-03-25,2024-04-06
NW,2024,pfingstferien nordrhein-westfalen 2024 (beweglicher ferientag),2024-05-21,2024-05-21
NW,2024,sommerferien nordrhein-westfalen 2024,2024-07-08,2024-08-20
NW,2024,herbstferien nordrhein-westfalen 2024,2024-10-14,2024-10-26
NW,2024,weihnachtsferien nordrhein-westfalen 2024,2024-12-23,2025-01-06
NW,2025,osterferien nordrhein-westfalen 2025,2025-04-14,2025-04-26
NW,2025,pfingstferien nordrhein-westfalen 2025,2025-06-10,2025-06-10
NW,2025,sommerferien nordrhein-westfalen 2025,2025-07-14,2025-08-26
NW,2025,herbstferien nordrhein-westfalen 2025,2025-10-13,2025-10-25
NW,2025,weihnachtsferien nordrhein-westfalen 2025,2025-12-22,2026-01-06
NW,2026,osterferien nordrhein-westfalen 2026,2026-03-30,2026-04-10
NW,2026,pfingstferien nordrhein-westfalen 2026,2026-05-26,2026-05-26
NW,2026,sommerferien nordrhein-westfalen 2026,2026-07-20,2026-09-01
NW,2026,herbstferien nordrhein-westfalen 2026,2026-10-19,2026-10-30
NW,2026,weihnachtsferien nordrhein-westfalen 2026,2026-12-23,2027-01-06
RP,2019,winterferien rheinland-pfalz 2019,2019-02-25,2019-03-01
RP,2019,osterferien rheinland-pfalz 2019,2019-04-15,2019-04-30
RP,2019,sommerferien rheinland-pfalz 2019,2019-07-01,2019-08-09
RP,2019,herbstferien rheinland-pfalz 2019,2019-09-30,2019-10-11
RP,2019,weihnachtsferien rheinland-pfalz 2019,2019-12-23,2020-01-06
RP,2020,winterferien rheinland-pfalz 2020,2020-02-17,2020-02-21
RP,2020,osterferien rheinland-pfalz 2020,2020-04-09,2020-04-17
RP,2020,sommerferien rheinland-pfalz 2020,2020-07-06,2020-08-14
RP,2020,herbstferien rheinland-pfalz 2020,2020-10-12,2020-10-23
RP,2020,weihnachtsferien rheinland-pfalz 2020,2020-12-21,2020-12-31
RP,2021,osterferien rheinland-pfalz 2021,2021-03-29,2021-04-06
RP,2021,pfingstferien rheinland-pfalz 2021,2021-05-25,2021-06-02
RP,2021,sommerferien rheinland-pfalz 2021,2021-07-19,2021-08-27
RP,2021,herbstferien rheinland-pfalz 2021,2021-10-11,2021-10-22
RP,2021,weihnachtsferien rheinland-pfalz 2021,2021-12-23,2021-12-31
RP,2022,winterferien rheinland-pfalz 2022,2022-02-21,2022-02-25
RP,2022,osterferien rheinland-pfalz 2022,2022-04-13,2022-04-22
RP,2022,sommerferien rheinland-pfalz 2022,2022-07-25,2022-09-02
RP,2022,herbstferien rheinland-pfalz 2022,2022-10-17,2022-10-31
RP,2022,weihnachtsferien rheinland-pfalz 2022,2022-12-23,2023-01-02
RP,2023,osterferien rheinland-pfalz 2023,2023-04-03,2023-04-06
RP,2023,pfingstferien rheinland-pfalz 2023,2023-05-30,2023-06-07
RP,2023,sommerferien rheinland-pfalz 2023,2023-07-24,2023-09-01
RP,2023,herbstferien rheinland-pfalz 2023,2023-10-16,2023-10-27
RP,2023,weihnachtsferien rheinland-pfalz 2023,2023-12-27,2024-01-05
RP,2024,osterferien rheinland-pfalz 2024,2024-03-25,2024-04-02
RP,2024,pfingstferien rheinland-pfalz 2024,2024-05-21,2024-05-29
RP,2024,sommerferien rheinland-pfalz 2024,2024-07-15,2024-08-23
RP,2024,herbstferien rheinland-pfalz 2024,2024-10-14,2024-10-25
RP,2024,weihnachtsferien rheinland-pfalz 2024,2024-12-23,2025-01-08
RP,2025,osterferien rheinland-pfalz 2025,2025-04-14,2025-04-25
RP,2025,sommerferien rheinland-pfalz 2025,2025-07-07,2025-08-15
RP,2025,herbstferien rheinland-pfalz 2025,2025-10-13,2025-10-24
RP,2025,weihnachtsferien rheinland-pfalz 2025,2025-12-22,2026-01-07
SL,2019,winterferien saarland 2019,2019-02-25,2019-03-05
SL,2019,osterferien saarland 2019,2019-04-17,2019-04-26
SL,2019,sommerferien saarland 2019,2019-07-01,2019-08-09
SL,2019,herbstferien saarland 2019,2019-10-07,2019-10-18
SL,2019,weihnachtsferien saarland 2019,2019-12-23,2020-01-03
SL,2020,winterferien saarland 2020,2020-02-17,2020-02-25
SL,2020,osterferien saarland 2020,2020-04-14,2020-04-24
SL,2020,sommerferien saarland 2020,2020-07-06,2020-08-14
SL,2020,herbstferien saarland 2020,2020-10-12,2020-10-23
SL,2020,weihnachtsferien saarland 2020,2020-12-21,2020-12-31
SL,2021,winterferien saarland 2021,2021-02-15,2021-02-19
SL,2021,osterferien saarland 2021,2021-03-29,2021-04-07
SL,2021,pfingstferien saarland 2021,2021-05-25,2021-05-28
SL,2021,sommerferien saarland 2021,2021-07-19,2021-08-27
SL,2021,herbstferien saarland 2021,2021-10-18,2021-10-29
SL,2021,weihnachtsferien saarland 2021,2021-12-23,2022-01-03
SL,2022,winterferien saarland 2022,2022-02-21,2022-03-01
SL,2022,osterferien saarland 2022,2022-04-14,2022-04-22
SL,2022,pfingstferien saarland 2022,2022-06-07,2022-06-10
SL,2022,sommerferien saarland 2022,2022-07-25,2022-09-02
SL,2022,herbstferien saarland 2022,2022-10-24,2022-11-04
SL,2022,weihnachtsferien saarland 2022,2022-12-22,2023-01-04
SL,2023,winterferien saarland 2023,2023-02-20,2023-02-24
SL,2023,osterferien saarland 2023,2023-04-03,2023-04-12
SL,2023,pfingstferien saarland 2023,2023-05-30,2023-06-02
SL,2023,sommerferien saarland 2023,2023-07-24,2023-09-01
SL,2023,herbstferien saarland 2023,2023-10-23,2023-11-03
SL,2023,weihnachtsferien saarland 2023,2023-12-21,2024-01-02
SL,2024,winterferien saarland 2024,2024-02-12,2024-02-16
SL,2024,osterferien saarland 2024,2024-03-25,2024-04-05
SL,2024,pfingstferien saarland 2024,2024-05-21,2024-05-24
SL,2024,sommerferien saarland 2024,2024-07-15,2024-08-23
SL,2024,herbstferien saarland 2024,2024-10-14,2024-10-25
SL,2024,weihnachtsferien saarland 2024,2024-12-23,2025-01-03
SL,2025,winterferien saarland 2025,2025-02-24,2025-03-04
SL,2025,osterferien saarland 2025,2025-04-14,2025-04-25
SL,2025,sommerferien saarland 2025,2025-07-07,2025-08-14
SL,2025,herbstferien saarland 2025,2025-10-13,2025-10-24
SL,2025,weihnachtsferien saarland 2025,2025-12-22,2026-01-02
SN,2019,winterferien sachsen 2019,2019-02-18,2019-03-02
SN,2019,osterferien sachsen 2019,2019-04-19,2019-04-26
SN,2019,pfingstferien sachsen 2019 (beweglicher ferientag),2019-05-31,2019-05-31
SN,2019,sommerferien sachsen 2019,2019-07-08,2019-08-16
SN,2019,herbstferien sachsen 2019,2019-10-14,2019-10-25
SN,2019,weihnachtsferien sachsen 2021,2019-12-23,2020-01-03
SN,2020,winterferien sachsen 2020,2020-02-10,2020-02-22
SN,2020,osterferien sachsen 2020,2020-04-10,2020-04-18
SN,2020,pfingstferien sachsen 2020 (beweglicher ferientag),2020-05-22,2020-05-22
SN,2020,sommerferien sachsen 2020,2020-07-20,2020-08-28
SN,2020,herbstferien sachsen 2020,2020-10-19,2020-10-31
SN,2020,weihnachtsferien sachsen 2020,2020-12-19,2021-01-02
SN,2021,winterferien sachsen 2021,2021-02-01,2021-02-07
SN,2021,osterferien sachsen 2021,2021-03-27,2021-04-10
SN,2021,pfingstferien sachsen 2021 (beweglicher ferientag),2021-05-14,2021-05-14
SN,2021,sommerferien sachsen 2021,2021-07-26,2021-09-03
SN,2021,herbstferien sachsen 2021,2021-10-18,2021-10-30
SN,2021,weihnachtsferien sachsen 2021,2021-12-23,2022-01-01
SN,2022,winterferien sachsen 2022,2022-02-12,2022-02-26
SN,2022,osterferien sachsen 2022,2022-04-15,2022-04-23
SN,2022,pfingstferien sachsen 2022 (beweglicher ferientag),2022-05-27,2022-05-27
SN,2022,sommerferien sachsen 2022,2022-07-18,2022-08-26
SN,2022,herbstferien sachsen 2022,2022-10-17,2022-10-29
SN,2022,weihnachtsferien sachsen 2022,2022-12-22,2023-01-02
SN,2023,winterferien sachsen 2023,2023-02-13,2023-02-24
SN,2023,osterferien sachsen 2023,2023-04-07,2023-04-15
SN,2023,pfingstferien sachsen 2023 (beweglicher ferientag),2023-05-19,2023-05-19
SN,2023,sommerferien sachsen 2023,2023-07-10,2023-08-18
SN,2023,herbstferien sachsen 2023,2023-10-02,2023-10-14
SN,2023,herbstferien sachsen 2023 (beweglicher ferientag),2023-10-30,2023-10-30
SN,2023,weihnachtsferien sachsen 2023,2023-12-23,2024-01-02
SN,2024,winterferien sachsen 2024,2024-02-12,2024-02-23
SN,2024,osterferien sachsen 2024,2024-03-28,2024-04-05
SN,2024,pfingstferien sachsen 2024 (beweglicher ferientag),2024-05-10,2024-05-10
SN,2024,pfingstferien sachsen 2024,2024-05-18,2024-05-21
SN,2024,sommerferien sachsen 2024,2024-06-20,2024-08-02
SN,2024,herbstferien sachsen 2024,2024-10-07,2024-10-19
SN,2024,weihnachtsferien sachsen 2024,2024-12-23,2025-01-03
SN,2025,winterferien sachsen 2025,2025-02-17,2025-03-01
SN,2025,osterferien sachsen 2025,2025-04-18,2025-04-25
SN,2025,osterferien sachsen 2025 (beweglicher ferientag),2025-05-30,2025-05-30
SN,2025,sommerferien sachsen 2025,2025-06-28,2025-08-08
SN,2025,herbstferien sachsen 2025,2025-10-06,2025-10-18
SN,2025,weihnachtsferien sachsen 2025,2025-12-22,2026-01-02
SN,2026,winterferien sachsen 2026,2026-02-09,2026-02-22
SN,2026,osterferien sachsen 2026,2026-04-03,2026-04-11
SN,2026,osterferien sachsen 2026 (beweglicher ferientag),2026-05-15,2026-05-16
SN,2026,sommerferien sachsen 2026,2026-07-04,2026-08-15
SN,2026,herbstferien sachsen 2026,2026-10-12,2026-10-25
SN,2026,weihnachtsferien sachsen 2026,2026-12-23,2027-01-03
ST,2019,winterferien sachsen-anhalt 2019,2019-02-11,2019-02-15
ST,2019,osterferien sachsen-anhalt 2019,2019-04-18,2019-04-30
ST,2019,pfingstferien sachsen-anhalt 2019,2019-05-31,2019-06-01
ST,2019,sommerferien sachsen-anhalt 2019,2019-07-04,2019-08-14
ST,2019,herbstferien sachsen-anhalt 2019,2019-10-04,2019-10-11
ST,2019,weihnachtsferien sachsen-anhalt 2019,2019-12-23,2020-01-04
ST,2020,winterferien sachsen-anhalt 2020,2020-02-10,2020-02-14
ST,2020,osterferien sachsen-anhalt 2020,2020-04-06,2020-04-11
ST,2020,pfingstferien sachsen-anhalt 2020,2020-05-18,2020-05-30
ST,2020,sommerferien sachsen-anhalt 2020,2020-07-16,2020-08-26
ST,2020,herbstferien sachsen-anhalt 2020,2020-10-19,2020-10-24
ST,2020,weihnachtsferien sachsen-anhalt 2020,2020-12-21,2021-01-10
ST,2021,winterferien sachsen-anhalt 2021,2021-02-08,2021-02-13
ST,2021,osterferien sachsen-anhalt 2021,2021-03-29,2021-04-03
ST,2021,pfingstferien sachsen-anhalt 2021,2021-05-10,2021-05-22
ST,2021,sommerferien sachsen-anhalt 2021,2021-07-22,2021-09-01
ST,2021,herbstferien sachsen-anhalt 2021,2021-10-25,2021-10-30
ST,2021,weihnachtsferien sachsen-anhalt 2021,2021-12-22,2022-01-08
ST,2022,winterferien sachsen-anhalt 2022,2022-02-12,2022-02-19
ST,2022,osterferien sachsen-anhalt 2022,2022-04-11,2022-04-16
ST,2022,pfingstferien sachsen-anhalt 2022,2022-05-23,2022-05-28
ST,2022,sommerferien sachsen-anhalt 2022,2022-07-14,2022-08-24
ST,2022,herbstferien sachsen-anhalt 2022,2022-10-24,2022-11-04
ST,2022,weihnachtsferien sachsen-anhalt 2022,2022-12-21,2023-01-05
ST,2023,winterferien sachsen-anhalt 2023,2023-02-06,2023-02-11
ST,2023,osterferien sachsen-anhalt 2023,2023-04-03,2023-04-08
ST,2023,pfingstferien sachsen-anhalt 2023,2023-05-15,2023-05-19
ST,2023,sommerferien sachsen-anhalt 2023,2023-07-06,2023-08-16
ST,2023,herbstferien sachsen-anhalt 2023 (beweglicher ferientag),2023-10-02,2023-10-02
ST,2023,herbstferien sachsen-anhalt 2023,2023-10-16,2023-10-30
ST,2023,weihnachtsferien sachsen-anhalt 2023,2023-12-21,2024-01-03
ST,2024,winterferien sachsen-anhalt 2024,2024-02-05,2024-02-10
ST,2024,osterferien sachsen-anhalt 2024,2024-03-25,2024-03-30
ST,2024,pfingstferien sachsen-anhalt 2024,2024-05-21,2024-05-24
ST,2024,sommerferien sachsen-anhalt 2024,2024-06-24,2024-08-03
ST,2024,herbstferien sachsen-anhalt 2024,2024-09-30,2024-10-12
ST,2024,herbstferien sachsen-anhalt 2024 (beweglicher ferientag),2024-11-01,2024-11-01
ST,2024,weihnachtsferien sachsen-anhalt 2024,2024-12-23,2025-01-04
ST,2025,winterferien sachsen-anhalt 2025,2025-01-27,2025-01-31
ST,2025,osterferien sachsen-anhalt 2025,2025-04-07,2025-04-19
ST,2025,pfingstferien sachsen-anhalt 2025,2025-05-30,2025-05-30
ST,2025,sommerferien sachsen-anhalt 2025,2025-06-28,2025-08-08
ST,2025,herbstferien sachsen-anhalt 2025,2025-10-13,2025-10-25
ST,2025,weihnachtsferien sachsen-anhalt 2025,2025-12-22,2026-01-05
SH,2019,osterferien schleswig-holstein 2019,2019-04-04,2019-04-18
SH,2019,pfingstferien schleswig-holstein 2019,2019-05-31,2019-05-31
SH,2019,sommerferien schleswig-holstein 2019,2019-07-01,2019-08-10
SH,2019,herbstferien schleswig-holstein 2019,2019-10-04,2019-10-18
SH,2019,weihnachtsferien schleswig-holstein 2019,2019-12-23,2020-01-06
SH,2020,osterferien schleswig-holstein 2020,2020-03-30,2020-04-17
SH,2020,pfingstferien schleswig-holstein 2020 (beweglicher ferientag),2020-05-22,2020-05-22
SH,2020,sommerferien schleswig-holstein 2020,2020-06-29,2020-08-08
SH,2020,herbstferien schleswig-holstein 2020,2020-10-05,2020-10-17
SH,2020,weihnachtsferien schleswig-holstein 2020,2020-12-19,2021-01-06
SH,2021,osterferien schleswig-holstein 2021,2021-04-01,2021-04-16
SH,2021,pfingstferien schleswig-holstein 2021,2021-05-14,2021-05-15
SH,2021,sommerferien schleswig-holstein 2021,2021-06-21,2021-07-31
SH,2021,herbstferien schleswig-holstein 2021,2021-10-04,2021-10-16
SH,2021,weihnachtsferien schleswig-holstein 2021,2021-12-23,2022-01-08
SH,2022,osterferien schleswig-holstein 2022,2022-04-04,2022-04-16
SH,2022,pfingstferien schleswig-holstein 2022,2022-05-27,2022-05-28
SH,2022,sommerferien schleswig-holstein 2022,2022-07-04,2022-08-13
SH,2022,herbstferien schleswig-holstein 2022,2022-10-10,2022-10-21
SH,2022,weihnachtsferien schleswig-holstein 2022,2022-12-23,2023-01-07
SH,2023,osterferien schleswig-holstein 2023,2023-04-06,2023-04-22
SH,2023,pfingstferien schleswig-holstein 2023,2023-05-19,2023-05-20
SH,2023,sommerferien schleswig-holstein 2023,2023-07-17,2023-08-26
SH,2023,herbstferien schleswig-holstein 2023,2023-10-16,2023-10-27
SH,2023,weihnachtsferien schleswig-holstein 2023,2023-12-27,2024-01-06
SH,2024,osterferien schleswig-holstein 2024,2024-04-02,2024-04-19
SH,2024,pfingstferien schleswig-holstein 2024,2024-05-10,2024-05-11
SH,2024,sommerferien schleswig-holstein 2024,2024-07-22,2024-08-31
SH,2024,herbstferien schleswig-holstein 2024 (beweglicher ferientag),2024-10-04,2024-10-04
SH,2024,herbstferien schleswig-holstein 2024,2024-10-21,2024-11-01
SH,2024,weihnachtsferien schleswig-holstein 2024,2024-12-19,2025-01-07
SH,2025,winterferien schleswig-holstein 2025,2025-02-03,2025-02-03
SH,2025,osterferien schleswig-holstein 2025,2025-04-11,2025-04-25
SH,2025,osterferien schleswig-holstein 2025 (beweglicher ferientag),2025-05-02,2025-05-02
SH,2025,pfingstferien schleswig-holstein 2025,2025-05-30,2025-05-30
SH,2025,sommerferien schleswig-holstein 2025,2025-07-28,2025-09-06
SH,2025,herbstferien schleswig-holstein 2025,2025-10-20,2025-10-30
SH,2025,herbstferien schleswig-holstein 2025 (beweglicher ferientag),2025-11-28,2025-11-28
SH,2025,weihnachtsferien schleswig-holstein 2025,2025-12-19,2026-01-06
SH,2026,winterferien schleswig-holstein 2026,2026-02-02,2026-02-03
SH,2026,osterferien schleswig-holstein 2026,2026-03-26,2026-04-10
SH,2026,pfingstferien schleswig-holstein 2026,2026-05-15,2026-05-15
SH,2026,sommerferien schleswig-holstein 2026,2026-07-04,2026-08-15
SH,2026,herbstferien schleswig-holstein 2026,2026-10-12,2026-10-24
SH,2026,weihnachtsferien schleswig-holstein 2026,2026-12-21,2027-01-06
TH,2019,winterferien thüringen 2019,2019-02-11,2019-02-15
TH,2019,osterferien thüringen 2019,2019-04-15,2019-04-27
TH,2019,pfingstferien thüringen 2019 (beweglicher ferientag),2019-05-31,2019-05-31
TH,2019,sommerferien thüringen 2019,2019-07-08,2019-08-17
TH,2019,herbstferien thüringen 2019,2019-10-07,2019-10-19
TH,2019,weihnachtsferien thüringen 2019,2019-12-23,2020-01-03
TH,2020,winterferien thüringen 2020,2020-02-10,2020-02-14
TH,2020,osterferien thüringen 2020,2020-04-06,2020-04-18
TH,2020,pfingstferien thüringen 2020 (beweglicher ferientag),2020-05-22,2020-05-22
TH,2020,sommerferien thüringen 2020,2020-07-20,2020-08-29
TH,2020,herbstferien thüringen 2020,2020-10-17,2020-10-30
TH,2020,weihnachtsferien thüringen 2020,2020-12-23,2021-01-02
TH,2021,winterferien thüringen 2021,2021-01-25,2021-01-30
TH,2021,osterferien thüringen 2021,2021-03-29,2021-04-10
TH,2021,pfingstferien thüringen 2021 (beweglicher ferientag),2021-05-14,2021-05-14
TH,2021,sommerferien thüringen 2021,2021-07-26,2021-09-04
TH,2021,herbstferien thüringen 2021,2021-10-25,2021-11-06
TH,2021,weihnachtsferien thüringen 2021,2021-12-23,2021-12-31
TH,2022,winterferien thüringen 2022,2022-02-12,2022-02-19
TH,2022,osterferien thüringen 2022,2022-04-11,2022-04-23
TH,2022,pfingstferien thüringen 2022 (beweglicher ferientag),2022-05-27,2022-05-27
TH,2022,sommerferien thüringen 2022,2022-07-18,2022-08-27
TH,2022,herbstferien thüringen 2022,2022-10-17,2022-10-29
TH,2022,weihnachtsferien thüringen 2022,2022-12-22,2023-01-03
TH,2023,winterferien thüringen 2023,2023-02-13,2023-02-17
TH,2023,osterferien thüringen 2023,2023-04-03,2023-04-15
TH,2023,pfingstferien thüringen 2023 (beweglicher ferientag),2023-05-19,2023-05-19
TH,2023,sommerferien thüringen 2023,2023-07-10,2023-08-19
TH,2023,herbstferien thüringen 2023,2023-10-02,2023-10-14
TH,2023,weihnachtsferien thüringen 2023,2023-12-22,2024-01-05
TH,2024,winterferien thüringen 2024,2024-02-12,2024-02-16
TH,2024,osterferien thüringen 2024,2024-03-25,2024-04-06
TH,2024,pfingstferien thüringen 2024 (beweglicher ferientag),2024-05-10,2024-05-10
TH,2024,sommerferien thüringen 2024,2024-06-20,2024-07-31
TH,2024,herbstferien thüringen 2024,2024-09-30,2024-10-12
TH,2024,weihnachtsferien thüringen 2024,2024-12-23,2025-01-03
TH,2025,winterferien thüringen 2025,2025-02-03,2025-02-08
TH,2025,osterferien thüringen 2025,2025-04-07,2025-04-19
TH,2025,pfingstferien thüringen 2025,2025-05-30,2025-05-30
TH,2025,sommerferien thüringen 2025,2025-06-28,2025-08-08
TH,2025,herbstferien thüringen 2025,2025-10-06,2025-10-18
TH,2025,weihnachtsferien thüringen 2025,2025-12-22,2026-01-03
